"iso2","year","demo","n"
"IE",2003,"f5564",1
"IE",2004,"f5564",3
"IE",2005,"f5564",0
"IE",2006,"f5564",3
"IE",2007,"f5564",2
"IE",2008,"f5564",3
"IL",1996,"f5564",5
"IL",1997,"f5564",3
"IL",1998,"f5564",9
"IL",1999,"f5564",5
"IL",2000,"f5564",7
"IL",2001,"f5564",2
"IL",2002,"f5564",8
"IL",2003,"f5564",1
"IL",2004,"f5564",0
"IL",2005,"f5564",1
"IL",2006,"f5564",2
"IL",2007,"f5564",6
"IL",2008,"f5564",4
"IN",1995,"f5564",30
"IN",1996,"f5564",103
"IN",1997,"f5564",102
"IN",1998,"f5564",200
"IN",1999,"f5564",898
"IN",2000,"f5564",4594
"IN",2001,"f5564",3353
"IN",2002,"f5564",7636
"IN",2003,"f5564",8322
"IN",2004,"f5564",9705
"IN",2005,"f5564",10513
"IN",2006,"f5564",11752
"IN",2007,"f5564",13195
"IN",2008,"f5564",14407
"IQ",1995,"f5564",886
"IQ",1997,"f5564",641
"IQ",1998,"f5564",712
"IQ",1999,"f5564",527
"IQ",2000,"f5564",103
"IQ",2001,"f5564",126
"IQ",2002,"f5564",129
"IQ",2003,"f5564",143
"IQ",2004,"f5564",113
"IQ",2005,"f5564",135
"IQ",2006,"f5564",111
"IQ",2007,"f5564",130
"IQ",2008,"f5564",161
"IR",1995,"f5564",685
"IR",1996,"f5564",452
"IR",1997,"f5564",341
"IR",1998,"f5564",431
"IR",1999,"f5564",396
"IR",2000,"f5564",407
"IR",2001,"f5564",442
"IR",2002,"f5564",439
"IR",2003,"f5564",440
"IR",2004,"f5564",378
"IR",2005,"f5564",382
"IR",2006,"f5564",336
"IR",2007,"f5564",387
"IR",2008,"f5564",367
"IS",1995,"f5564",0
"IS",1996,"f5564",0
"IS",1997,"f5564",1
"IS",1998,"f5564",0
"IS",2002,"f5564",0
"IS",2003,"f5564",0
"IS",2004,"f5564",0
"IS",2005,"f5564",0
"IS",2006,"f5564",0
"IS",2007,"f5564",0
"IS",2008,"f5564",0
"IT",1995,"f5564",51
"IT",1996,"f5564",56
"IT",1997,"f5564",68
"IT",1998,"f5564",75
"IT",1999,"f5564",32
"IT",2000,"f5564",19
"IT",2001,"f5564",14
"IT",2002,"f5564",28
"IT",2003,"f5564",13
"IT",2004,"f5564",19
"IT",2005,"f5564",19
"IT",2006,"f5564",16
"IT",2007,"f5564",19
"IT",2008,"f5564",21
"JM",1995,"f5564",2
"JM",1996,"f5564",3
"JM",1997,"f5564",1
"JM",1998,"f5564",4
"JM",1999,"f5564",5
"JM",2000,"f5564",5
"JM",2001,"f5564",2
"JM",2002,"f5564",3
"JM",2003,"f5564",0
"JM",2004,"f5564",2
"JM",2005,"f5564",1
"JM",2006,"f5564",0
"JM",2007,"f5564",2
"JM",2008,"f5564",1
"JO",1995,"f5564",12
"JO",1996,"f5564",8
"JO",1997,"f5564",5
"JO",1998,"f5564",7
"JO",1999,"f5564",7
"JO",2000,"f5564",2
"JO",2001,"f5564",9
"JO",2002,"f5564",12
"JO",2003,"f5564",12
"JO",2004,"f5564",12
"JO",2005,"f5564",8
"JO",2006,"f5564",2
"JO",2007,"f5564",12
"JO",2008,"f5564",7
"JP",1995,"f5564",637
"JP",1996,"f5564",565
"JP",1997,"f5564",547
"JP",1998,"f5564",417
"JP",1999,"f5564",419
"JP",2000,"f5564",384
"JP",2001,"f5564",330
"JP",2002,"f5564",308
"JP",2003,"f5564",313
"JP",2004,"f5564",294
"JP",2005,"f5564",309
"JP",2006,"f5564",256
"JP",2007,"f5564",212
"JP",2008,"f5564",253
"KE",1995,"f5564",242
"KE",1996,"f5564",245
"KE",1997,"f5564",242
"KE",1998,"f5564",324
"KE",1999,"f5564",348
"KE",2000,"f5564",347
"KE",2001,"f5564",394
"KE",2002,"f5564",445
"KE",2003,"f5564",551
"KE",2004,"f5564",558
"KE",2005,"f5564",593
"KE",2006,"f5564",604
"KE",2007,"f5564",542
"KE",2008,"f5564",481
"KG",1995,"f5564",15
"KG",1996,"f5564",26
"KG",1997,"f5564",29
"KG",1998,"f5564",22
"KG",1999,"f5564",31
"KG",2000,"f5564",30
"KG",2001,"f5564",30
"KG",2002,"f5564",39
"KG",2003,"f5564",29
"KG",2004,"f5564",34
"KG",2005,"f5564",33
"KG",2006,"f5564",32
"KG",2007,"f5564",47
"KG",2008,"f5564",41
"KH",1995,"f5564",1180
"KH",1996,"f5564",1201
"KH",1998,"f5564",1359
"KH",1999,"f5564",1448
"KH",2000,"f5564",1459
"KH",2001,"f5564",1428
"KH",2002,"f5564",1650
"KH",2003,"f5564",1857
"KH",2004,"f5564",1836
"KH",2005,"f5564",2058
"KH",2006,"f5564",1915
"KH",2007,"f5564",1839
"KH",2008,"f5564",1943
"KI",1996,"f5564",1
"KI",1997,"f5564",2
"KI",1998,"f5564",1
"KI",1999,"f5564",3
"KI",2000,"f5564",1
"KI",2001,"f5564",4
"KI",2002,"f5564",4
"KI",2003,"f5564",3
"KI",2004,"f5564",6
"KI",2005,"f5564",3
"KI",2006,"f5564",8
"KI",2007,"f5564",4
"KI",2008,"f5564",3
"KM",1995,"f5564",5
"KM",1996,"f5564",10
"KM",1998,"f5564",4
"KM",2000,"f5564",2
"KM",2001,"f5564",2
"KM",2002,"f5564",2
"KM",2003,"f5564",1
"KM",2005,"f5564",3
"KM",2006,"f5564",4
"KM",2008,"f5564",2
"KN",2001,"f5564",1
"KN",2002,"f5564",1
"KN",2007,"f5564",1
"KN",2008,"f5564",0
"KP",1997,"f5564",175
"KP",1998,"f5564",20
"KP",1999,"f5564",68
"KP",2000,"f5564",591
"KP",2001,"f5564",553
"KP",2002,"f5564",892
"KP",2003,"f5564",769
"KP",2004,"f5564",724
"KP",2005,"f5564",764
"KP",2006,"f5564",791
"KP",2007,"f5564",1056
"KP",2008,"f5564",1177
"KR",1995,"f5564",408
"KR",1996,"f5564",340
"KR",1997,"f5564",359
"KR",1998,"f5564",393
"KR",1999,"f5564",306
"KR",2000,"f5564",295
"KR",2001,"f5564",390
"KR",2002,"f5564",377
"KR",2003,"f5564",381
"KR",2004,"f5564",360
"KR",2005,"f5564",373
"KR",2006,"f5564",371
"KR",2007,"f5564",347
"KR",2008,"f5564",360
"KW",1995,"f5564",4
"KW",1996,"f5564",3
"KW",1997,"f5564",1
"KW",1998,"f5564",5
"KW",1999,"f5564",4
"KW",2000,"f5564",3
"KW",2001,"f5564",5
"KW",2002,"f5564",3
"KW",2003,"f5564",3
"KW",2004,"f5564",5
"KW",2005,"f5564",1
"KW",2006,"f5564",6
"KW",2007,"f5564",7
"KW",2008,"f5564",5
"KY",1998,"f5564",0
"KY",1999,"f5564",0
"KY",2003,"f5564",0
"KY",2004,"f5564",0
"KY",2006,"f5564",0
"KY",2007,"f5564",0
"KZ",1997,"f5564",142
"KZ",1998,"f5564",174
"KZ",1999,"f5564",171
"KZ",2000,"f5564",202
"KZ",2001,"f5564",194
"KZ",2002,"f5564",194
"KZ",2004,"f5564",178
"KZ",2005,"f5564",121
"KZ",2006,"f5564",116
"KZ",2007,"f5564",124
"KZ",2008,"f5564",137
"LA",1995,"f5564",52
"LA",1996,"f5564",59
"LA",1997,"f5564",88
"LA",1998,"f5564",90
"LA",1999,"f5564",98
"LA",2000,"f5564",91
"LA",2001,"f5564",104
"LA",2002,"f5564",117
"LA",2003,"f5564",114
"LA",2004,"f5564",164
"LA",2005,"f5564",192
"LA",2006,"f5564",222
"LA",2007,"f5564",206
"LA",2008,"f5564",220
"LB",1995,"f5564",5
"LB",1996,"f5564",6
"LB",1997,"f5564",8
"LB",1998,"f5564",8
"LB",1999,"f5564",9
"LB",2000,"f5564",4
"LB",2001,"f5564",4
"LB",2002,"f5564",3
"LB",2003,"f5564",2
"LB",2004,"f5564",1
"LB",2005,"f5564",3
"LB",2006,"f5564",2
"LB",2007,"f5564",3
"LB",2008,"f5564",3
"LC",1997,"f5564",0
"LC",1998,"f5564",1
"LC",2000,"f5564",1
"LC",2002,"f5564",1
"LC",2003,"f5564",2
"LC",2004,"f5564",0
"LC",2005,"f5564",0
"LC",2006,"f5564",1
"LC",2008,"f5564",1
"LK",1995,"f5564",81
"LK",1996,"f5564",111
"LK",1997,"f5564",89
"LK",1998,"f5564",119
"LK",1999,"f5564",126
"LK",2000,"f5564",144
"LK",2001,"f5564",156
"LK",2002,"f5564",151
"LK",2003,"f5564",132
"LK",2004,"f5564",122
"LK",2005,"f5564",154
"LK",2006,"f5564",157
"LK",2007,"f5564",176
"LK",2008,"f5564",172
"LR",1996,"f5564",12
"LR",1998,"f5564",17
"LR",2000,"f5564",16
"LR",2001,"f5564",17
"LR",2002,"f5564",41
"LR",2003,"f5564",30
"LR",2004,"f5564",41
"LR",2005,"f5564",52
"LR",2006,"f5564",85
"LR",2008,"f5564",170
"LS",1995,"f5564",17
"LS",1996,"f5564",29
"LS",1997,"f5564",40
"LS",1998,"f5564",30
"LS",2000,"f5564",36
"LS",2002,"f5564",41
"LS",2003,"f5564",59
"LS",2004,"f5564",68
"LS",2005,"f5564",297
"LS",2006,"f5564",90
"LS",2007,"f5564",13
"LS",2008,"f5564",76
"LT",1995,"f5564",16
"LT",1996,"f5564",29
"LT",1997,"f5564",25
"LT",1998,"f5564",21
"LT",1999,"f5564",20
"LT",2000,"f5564",22
"LT",2001,"f5564",28
"LT",2002,"f5564",18
"LT",2003,"f5564",20
"LT",2004,"f5564",24
"LT",2005,"f5564",23
"LT",2006,"f5564",38
"LT",2007,"f5564",22
"LT",2008,"f5564",18
"LU",1996,"f5564",0
"LU",1997,"f5564",1
"LU",1998,"f5564",0
"LU",2001,"f5564",1
"LU",2002,"f5564",1
"LU",2003,"f5564",0
"LU",2004,"f5564",0
"LU",2005,"f5564",1
"LU",2006,"f5564",1
"LU",2007,"f5564",0
"LU",2008,"f5564",0
"LV",1995,"f5564",27
"LV",1996,"f5564",10
"LV",1997,"f5564",16
"LV",1998,"f5564",15
"LV",1999,"f5564",11
"LV",2000,"f5564",7
"LV",2001,"f5564",18
"LV",2002,"f5564",11
"LV",2003,"f5564",17
"LV",2004,"f5564",12
"LV",2005,"f5564",18
"LV",2006,"f5564",9
"LV",2007,"f5564",12
"LV",2008,"f5564",9
"LY",1995,"f5564",13
"LY",1996,"f5564",9
"LY",1999,"f5564",14
"LY",2000,"f5564",16
"LY",2003,"f5564",21
"LY",2004,"f5564",13
"LY",2005,"f5564",21
"LY",2006,"f5564",12
"LY",2007,"f5564",7
"LY",2008,"f5564",9
"MA",1995,"f5564",317
"MA",1996,"f5564",400
"MA",1997,"f5564",424
"MA",1998,"f5564",402
"MA",1999,"f5564",351
"MA",2000,"f5564",406
"MA",2001,"f5564",399
"MA",2002,"f5564",357
"MA",2003,"f5564",366
"MA",2004,"f5564",331
"MA",2005,"f5564",343
"MA",2006,"f5564",335
"MA",2007,"f5564",306
"MA",2008,"f5564",290
"MC",1999,"f5564",0
"MD",1995,"f5564",10
"MD",1996,"f5564",3
"MD",1997,"f5564",6
"MD",1998,"f5564",5
"MD",1999,"f5564",7
"MD",2000,"f5564",14
"MD",2001,"f5564",14
"MD",2002,"f5564",23
"MD",2003,"f5564",16
"MD",2004,"f5564",28
"MD",2005,"f5564",23
"MD",2006,"f5564",25
"MD",2007,"f5564",25
"MD",2008,"f5564",22
"ME",2005,"f5564",0
"ME",2006,"f5564",3
"ME",2007,"f5564",3
"ME",2008,"f5564",4
"MG",1995,"f5564",230
"MG",1996,"f5564",197
"MG",1998,"f5564",253
"MG",2001,"f5564",289
"MG",2002,"f5564",234
"MG",2003,"f5564",326
"MG",2004,"f5564",220
"MG",2005,"f5564",248
"MG",2006,"f5564",353
"MG",2007,"f5564",378
"MG",2008,"f5564",383
"MH",1996,"f5564",3
"MH",1998,"f5564",1
"MH",1999,"f5564",2
"MH",2000,"f5564",2
"MH",2001,"f5564",2
"MH",2002,"f5564",1
"MH",2003,"f5564",1
"MH",2004,"f5564",0
"MH",2005,"f5564",4
"MH",2006,"f5564",4
"MH",2007,"f5564",3
"MH",2008,"f5564",1
"MK",1995,"f5564",17
"MK",1996,"f5564",19
"MK",1997,"f5564",7
"MK",1998,"f5564",6
"MK",1999,"f5564",10
"MK",2000,"f5564",5
"MK",2001,"f5564",3
"MK",2002,"f5564",6
"MK",2003,"f5564",1
"MK",2004,"f5564",3
"MK",2005,"f5564",5
"MK",2006,"f5564",7
"MK",2007,"f5564",4
"MK",2008,"f5564",7
"ML",1995,"f5564",61
"ML",1996,"f5564",51
"ML",1997,"f5564",60
"ML",1998,"f5564",79
"ML",1999,"f5564",96
"ML",2000,"f5564",75
"ML",2002,"f5564",71
"ML",2003,"f5564",73
"ML",2004,"f5564",105
"ML",2005,"f5564",101
"ML",2006,"f5564",116
"ML",2007,"f5564",113
"ML",2008,"f5564",172
"MM",1995,"f5564",343
"MM",1996,"f5564",408
"MM",1997,"f5564",308
"MM",1998,"f5564",382
"MM",1999,"f5564",420
"MM",2000,"f5564",592
"MM",2001,"f5564",650
"MM",2002,"f5564",845
"MM",2003,"f5564",943
"MM",2004,"f5564",1122
"MM",2005,"f5564",1218
"MM",2006,"f5564",1448
"MM",2007,"f5564",1601
"MM",2008,"f5564",1644
"MN",1994,"f5564",2
"MN",1995,"f5564",9
"MN",1996,"f5564",19
"MN",1997,"f5564",13
"MN",1998,"f5564",21
"MN",1999,"f5564",18
"MN",2000,"f5564",26
"MN",2001,"f5564",28
"MN",2002,"f5564",22
"MN",2003,"f5564",32
"MN",2004,"f5564",24
"MN",2005,"f5564",32
"MN",2006,"f5564",24
"MN",2007,"f5564",36
"MN",2008,"f5564",32
"MO",1995,"f5564",5
"MO",1996,"f5564",3
"MO",1997,"f5564",6
"MO",1998,"f5564",3
"MO",2000,"f5564",3
"MO",2001,"f5564",1
"MO",2002,"f5564",1
"MO",2003,"f5564",4
"MO",2004,"f5564",2
"MO",2005,"f5564",1
"MO",2006,"f5564",3
"MO",2007,"f5564",3
"MO",2008,"f5564",6
"MP",1995,"f5564",1
"MP",1996,"f5564",1
"MP",1998,"f5564",0
"MP",2000,"f5564",1
"MP",2001,"f5564",0
"MP",2002,"f5564",0
"MP",2003,"f5564",0
"MP",2004,"f5564",0
"MP",2005,"f5564",1
"MP",2006,"f5564",0
"MP",2007,"f5564",1
"MP",2008,"f5564",1
"MR",1997,"f5564",384
"MR",1999,"f5564",43
"MR",2004,"f5564",44
"MR",2006,"f5564",29
"MR",2007,"f5564",38
"MR",2008,"f5564",51
"MS",2003,"f5564",0
"MS",2004,"f5564",0
"MT",1995,"f5564",1
"MT",1996,"f5564",0
"MT",1997,"f5564",0
"MT",1998,"f5564",0
"MT",2002,"f5564",0
"MT",2003,"f5564",0
"MT",2004,"f5564",0
"MT",2005,"f5564",0
"MT",2006,"f5564",0
"MT",2007,"f5564",0
"MT",2008,"f5564",0
"MU",1995,"f5564",4
"MU",1998,"f5564",3
"MU",1999,"f5564",2
"MU",2000,"f5564",7
"MU",2002,"f5564",2
"MU",2003,"f5564",3
"MU",2004,"f5564",4
"MU",2005,"f5564",2
"MU",2006,"f5564",1
"MU",2007,"f5564",4
"MU",2008,"f5564",2
"MV",1995,"f5564",6
"MV",1996,"f5564",5
"MV",1997,"f5564",3
"MV",1998,"f5564",4
"MV",1999,"f5564",6
"MV",2000,"f5564",5
"MV",2001,"f5564",1
"MV",2002,"f5564",1
"MV",2003,"f5564",1
"MV",2004,"f5564",2
"MV",2005,"f5564",2
"MV",2006,"f5564",2
"MV",2007,"f5564",0
"MV",2008,"f5564",3
"MW",1995,"f5564",108
"MW",1996,"f5564",133
"MW",1997,"f5564",123
"MW",1998,"f5564",148
"MW",1999,"f5564",154
"MW",2000,"f5564",148
"MW",2001,"f5564",139
"MW",2003,"f5564",155
"MW",2004,"f5564",191
"MW",2005,"f5564",180
"MW",2006,"f5564",183
"MW",2007,"f5564",146
"MW",2008,"f5564",172
"MX",1996,"f5564",472
"MX",1998,"f5564",583
"MX",1999,"f5564",592
"MX",2000,"f5564",595
"MX",2001,"f5564",787
"MX",2002,"f5564",621
"MX",2003,"f5564",743
"MX",2004,"f5564",626
"MX",2005,"f5564",637
"MX",2006,"f5564",722
"MX",2007,"f5564",642
"MX",2008,"f5564",699
"MY",1995,"f5564",149
"MY",1996,"f5564",242
"MY",1997,"f5564",141
"MY",1998,"f5564",157
"MY",1999,"f5564",286
"MY",2000,"f5564",356
"MY",2001,"f5564",353
"MY",2002,"f5564",319
"MY",2003,"f5564",584
"MY",2004,"f5564",605
"MY",2005,"f5564",586
"MY",2006,"f5564",257
"MY",2007,"f5564",585
"MY",2008,"f5564",648
"MZ",1995,"f5564",234
"MZ",1996,"f5564",239
"MZ",1997,"f5564",265
NA,1995,"f5564",1
NA,1996,"f5564",72
NA,1997,"f5564",56
NA,1998,"f5564",62
NA,1999,"f5564",77
NA,2000,"f5564",76
NA,2001,"f5564",91
NA,2002,"f5564",91
NA,2003,"f5564",108
NA,2004,"f5564",106
NA,2005,"f5564",95
NA,2006,"f5564",92
NA,2007,"f5564",102
NA,2008,"f5564",110
"NC",1995,"f5564",0
"NC",1996,"f5564",1
"NC",1999,"f5564",2
"NC",2000,"f5564",2
"NC",2001,"f5564",0
"NC",2002,"f5564",0
"NC",2003,"f5564",0
"NC",2004,"f5564",1
"NC",2005,"f5564",0
"NC",2006,"f5564",0
"NC",2007,"f5564",0
"NC",2008,"f5564",0
"NE",1997,"f5564",14
"NE",1998,"f5564",46
"NE",2000,"f5564",63
"NE",2003,"f5564",83
"NE",2005,"f5564",131
"NE",2006,"f5564",149
"NE",2007,"f5564",157
"NE",2008,"f5564",146
"NG",1995,"f5564",654
"NG",1996,"f5564",458
"NG",1997,"f5564",261
"NG",1998,"f5564",298
"NG",2000,"f5564",344
"NG",2001,"f5564",387
"NG",2002,"f5564",420
"NG",2003,"f5564",536
"NG",2004,"f5564",981
"NG",2005,"f5564",745
"NG",2006,"f5564",1049
"NG",2007,"f5564",1194
"NG",2008,"f5564",1099
"NI",1995,"f5564",64
"NI",1996,"f5564",63
"NI",1997,"f5564",61
"NI",1998,"f5564",61
"NI",1999,"f5564",42
"NI",2000,"f5564",46
"NI",2001,"f5564",52
"NI",2002,"f5564",45
"NI",2003,"f5564",54
"NI",2004,"f5564",44
"NI",2005,"f5564",54
"NI",2006,"f5564",38
"NI",2007,"f5564",45
"NI",2008,"f5564",54
"NL",1995,"f5564",8
"NL",1996,"f5564",6
"NL",1997,"f5564",4
"NL",1998,"f5564",6
"NL",1999,"f5564",1
"NL",2000,"f5564",5
"NL",2001,"f5564",5
"NL",2002,"f5564",4
"NL",2003,"f5564",3
"NL",2004,"f5564",4
"NL",2005,"f5564",1
"NL",2006,"f5564",3
"NL",2007,"f5564",5
"NL",2008,"f5564",6
"NO",1995,"f5564",3
"NO",1996,"f5564",0
"NO",1997,"f5564",2
"NO",1998,"f5564",2
"NO",1999,"f5564",0
"NO",2000,"f5564",2
"NO",2001,"f5564",2
"NO",2002,"f5564",0
"NO",2003,"f5564",0
"NO",2004,"f5564",1
"NO",2005,"f5564",0
"NO",2006,"f5564",1
"NO",2008,"f5564",1
"NP",1996,"f5564",190
"NP",1998,"f5564",219
"NP",1999,"f5564",316
"NP",2000,"f5564",419
"NP",2001,"f5564",375
"NP",2002,"f5564",426
"NP",2003,"f5564",486
"NP",2004,"f5564",540
"NP",2005,"f5564",532
"NP",2006,"f5564",519
"NP",2007,"f5564",578
"NP",2008,"f5564",523
"NR",1999,"f5564",0
"NR",2000,"f5564",1
"NR",2003,"f5564",0
"NR",2006,"f5564",0
"NR",2007,"f5564",0
"NR",2008,"f5564",0
"NU",2004,"f5564",0
"NU",2005,"f5564",0
"NU",2006,"f5564",0
"NU",2007,"f5564",0
"NZ",1995,"f5564",2
"NZ",1996,"f5564",3
"NZ",1997,"f5564",5
"NZ",1998,"f5564",4
"NZ",1999,"f5564",0
"NZ",2000,"f5564",4
"NZ",2001,"f5564",3
"NZ",2002,"f5564",5
"NZ",2003,"f5564",4
"NZ",2004,"f5564",1
"NZ",2005,"f5564",1
"NZ",2006,"f5564",6
"NZ",2007,"f5564",6
"NZ",2008,"f5564",3
"OM",1995,"f5564",6
"OM",1996,"f5564",1
"OM",1997,"f5564",4
"OM",1998,"f5564",3
"OM",1999,"f5564",4
"OM",2000,"f5564",11
"OM",2001,"f5564",5
"OM",2002,"f5564",7
"OM",2003,"f5564",11
"OM",2004,"f5564",0
"OM",2005,"f5564",5
"OM",2006,"f5564",12
"OM",2007,"f5564",7
"OM",2008,"f5564",5
"PA",1995,"f5564",16
"PA",1996,"f5564",35
"PA",1997,"f5564",26
"PA",1998,"f5564",1
"PA",1999,"f5564",43
"PA",2000,"f5564",12
"PA",2001,"f5564",12
"PA",2002,"f5564",18
"PA",2003,"f5564",24
"PA",2004,"f5564",34
"PA",2005,"f5564",30
"PA",2006,"f5564",26
"PA",2007,"f5564",21
"PA",2008,"f5564",29
"PE",1995,"f5564",162
"PE",1996,"f5564",132
"PE",1997,"f5564",590
"PE",1998,"f5564",537
"PE",1999,"f5564",613
"PE",2000,"f5564",499
"PE",2001,"f5564",480
"PE",2002,"f5564",96
"PE",2003,"f5564",106
"PE",2004,"f5564",440
"PE",2005,"f5564",333
"PE",2006,"f5564",557
"PE",2007,"f5564",402
"PE",2008,"f5564",373
"PF",1996,"f5564",2
"PF",1997,"f5564",2
"PF",1998,"f5564",0
"PF",1999,"f5564",3
"PF",2000,"f5564",0
"PF",2001,"f5564",4
"PF",2002,"f5564",2
"PF",2003,"f5564",0
"PF",2004,"f5564",2
"PF",2005,"f5564",1
"PF",2006,"f5564",2
"PF",2007,"f5564",3
"PF",2008,"f5564",1
"PG",1996,"f5564",6
"PG",1997,"f5564",0
"PG",1998,"f5564",3
"PG",1999,"f5564",0
"PG",2000,"f5564",5
"PG",2001,"f5564",5
"PG",2002,"f5564",18
"PG",2003,"f5564",20
"PG",2004,"f5564",18
"PG",2005,"f5564",35
"PG",2006,"f5564",24
"PG",2007,"f5564",15
"PG",2008,"f5564",48
"PH",1995,"f5564",19
"PH",1996,"f5564",5
"PH",1997,"f5564",98
"PH",1998,"f5564",69
"PH",2003,"f5564",2858
"PH",2004,"f5564",3210
"PH",2005,"f5564",3274
"PH",2006,"f5564",3485
"PH",2007,"f5564",3313
"PH",2008,"f5564",3086
"PK",1995,"f5564",143
"PK",1998,"f5564",90
"PK",1999,"f5564",243
"PK",2000,"f5564",103
"PK",2001,"f5564",252
"PK",2002,"f5564",539
"PK",2003,"f5564",845
"PK",2004,"f5564",1350
"PK",2005,"f5564",2060
"PK",2006,"f5564",2802
"PK",2007,"f5564",4065
"PK",2008,"f5564",4750
"PL",1995,"f5564",107
"PL",1996,"f5564",159
"PL",1997,"f5564",94
"PL",1998,"f5564",81
"PL",1999,"f5564",81
"PL",2000,"f5564",82
"PL",2001,"f5564",63
"PL",2002,"f5564",70
"PL",2003,"f5564",65
"PL",2004,"f5564",79
"PL",2005,"f5564",63
"PL",2006,"f5564",72
"PL",2007,"f5564",79
"PL",2008,"f5564",77
"PR",1995,"f5564",4
"PR",1996,"f5564",2
"PR",1997,"f5564",14
"PR",1998,"f5564",9
"PR",1999,"f5564",5
"PR",2000,"f5564",1
"PR",2001,"f5564",2
"PR",2002,"f5564",5
"PR",2003,"f5564",3
"PR",2004,"f5564",2
"PR",2005,"f5564",1
"PR",2006,"f5564",2
"PR",2007,"f5564",1
"PR",2008,"f5564",3
"PS",1995,"f5564",0
"PS",1996,"f5564",3
"PS",1998,"f5564",1
"PS",2003,"f5564",0
"PS",2006,"f5564",1
"PS",2007,"f5564",2
"PS",2008,"f5564",2
"PT",1995,"f5564",42
"PT",1996,"f5564",37
"PT",1997,"f5564",23
"PT",1998,"f5564",33
"PT",1999,"f5564",28
"PT",2000,"f5564",25
"PT",2001,"f5564",30
"PT",2002,"f5564",29
"PT",2003,"f5564",27
"PT",2004,"f5564",16
"PT",2005,"f5564",11
"PT",2006,"f5564",22
"PT",2007,"f5564",12
"PT",2008,"f5564",15
"PW",1995,"f5564",0
"PW",1997,"f5564",0
"PW",1999,"f5564",2
"PW",2002,"f5564",0
"PW",2003,"f5564",1
"PW",2006,"f5564",0
"PW",2007,"f5564",1
"PY",1995,"f5564",34
"PY",1996,"f5564",48
"PY",1997,"f5564",50
"PY",1998,"f5564",34
"PY",1999,"f5564",48
"PY",2000,"f5564",30
"PY",2001,"f5564",31
"PY",2002,"f5564",55
"PY",2003,"f5564",40
"PY",2004,"f5564",50
"PY",2005,"f5564",29
"PY",2006,"f5564",63
"PY",2007,"f5564",34
"PY",2008,"f5564",42
"QA",1995,"f5564",0
"QA",1996,"f5564",1
"QA",1997,"f5564",1
"QA",1998,"f5564",3
"QA",1999,"f5564",0
"QA",2000,"f5564",0
"QA",2001,"f5564",1
"QA",2003,"f5564",0
"QA",2004,"f5564",2
"QA",2005,"f5564",2
"QA",2006,"f5564",0
"QA",2007,"f5564",0
"QA",2008,"f5564",0
"RO",1995,"f5564",396
"RO",1996,"f5564",237
"RO",1997,"f5564",200
"RO",1998,"f5564",219
"RO",1999,"f5564",198
"RO",2000,"f5564",207
"RO",2001,"f5564",228
"RO",2002,"f5564",202
"RO",2003,"f5564",196
"RO",2004,"f5564",230
"RO",2005,"f5564",219
"RO",2006,"f5564",224
"RO",2007,"f5564",230
"RO",2008,"f5564",225
"RS",2005,"f5564",22
"RS",2006,"f5564",44
"RS",2007,"f5564",26
"RS",2008,"f5564",26
"RU",1996,"f5564",4
"RU",1997,"f5564",13
"RU",1998,"f5564",15
"RU",1999,"f5564",313
"RU",2000,"f5564",31
"RU",2001,"f5564",442
"RU",2002,"f5564",452
"RU",2003,"f5564",462
"RU",2004,"f5564",528
"RU",2006,"f5564",560
"RU",2007,"f5564",653
"RU",2008,"f5564",687
"RW",1996,"f5564",23
"RW",1997,"f5564",37
"RW",1999,"f5564",31
"RW",2000,"f5564",52
"RW",2002,"f5564",15
"RW",2003,"f5564",41
"RW",2004,"f5564",53
"RW",2005,"f5564",60
"RW",2006,"f5564",72
"RW",2007,"f5564",70
"RW",2008,"f5564",82
"SA",1998,"f5564",28
"SA",1999,"f5564",73
"SA",2000,"f5564",50
"SA",2001,"f5564",39
"SA",2002,"f5564",51
"SA",2003,"f5564",51
"SA",2004,"f5564",47
"SA",2005,"f5564",51
"SA",2006,"f5564",37
"SA",2007,"f5564",39
"SA",2008,"f5564",48
"SB",1995,"f5564",13
"SB",1996,"f5564",6
"SB",1997,"f5564",4
"SB",1998,"f5564",7
"SB",2000,"f5564",5
"SB",2002,"f5564",7
"SB",2003,"f5564",10
"SB",2004,"f5564",8
"SB",2005,"f5564",9
"SB",2006,"f5564",8
"SB",2007,"f5564",5
"SB",2008,"f5564",3
"SC",1995,"f5564",0
"SC",1996,"f5564",1
"SC",1997,"f5564",1
"SC",1998,"f5564",1
"SC",2000,"f5564",1
"SC",2001,"f5564",0
"SC",2002,"f5564",0
"SC",2003,"f5564",0
"SC",2004,"f5564",1
"SC",2005,"f5564",0
"SC",2008,"f5564",0
"SD",1995,"f5564",342
"SD",1998,"f5564",356
"SD",1999,"f5564",594
"SD",2000,"f5564",327
"SD",2001,"f5564",212
"SD",2002,"f5564",275
"SD",2003,"f5564",384
"SD",2004,"f5564",400
"SD",2005,"f5564",411
"SD",2006,"f5564",442
"SD",2007,"f5564",467
"SD",2008,"f5564",344
"SE",1995,"f5564",4
"SE",1996,"f5564",6
"SE",1997,"f5564",3
"SE",1998,"f5564",2
"SE",1999,"f5564",2
"SE",2000,"f5564",2
"SE",2001,"f5564",2
"SE",2002,"f5564",2
"SE",2003,"f5564",0
"SE",2004,"f5564",3
"SE",2005,"f5564",3
"SE",2006,"f5564",2
"SE",2007,"f5564",1
