"artist","track","time","week","rank","date"
"Brock, Chad","Yes!",03:22:00,"19","53",2000-04-08
"Brooks & Dunn","You'll Always Be Lov...",02:58:00,"19","98",2000-06-10
"Carey, Mariah","Thank God I Found Yo...",04:14:00,"19","82",1999-12-11
"Chesney, Kenny","I Lost It",03:54:00,"19","89",2000-10-21
"Common","The Light",03:55:00,"19","99",2000-08-05
"Counting Crows","Hanginaround",04:07:00,"19","61",1999-11-06
"Creed","Higher",05:16:00,"19","60",1999-09-11
"Creed","With Arms Wide Open",03:52:00,"19","19",2000-05-13
"DMX","Party Up (Up In Here...",03:45:00,"19","44",2000-02-26
"DMX","What You Want",04:05:00,"19","99",2000-07-01
"Da Brat","What'Chu Like",03:57:00,"19","68",2000-06-03
"Davidson, Clay","Unconditional",03:56:00,"19","63",2000-03-25
"Destiny's Child","Independent Women Pa...",03:38:00,"19","1",2000-09-23
"Destiny's Child","Jumpin' Jumpin'",03:48:00,"19","3",2000-05-13
"Destiny's Child","Say My Name",04:31:00,"19","5",1999-12-25
"Dion, Celine","That's The Way It Is",04:03:00,"19","7",1999-11-13
"Dixie Chicks, The","Cowboy Take Me Away",04:51:00,"19","59",1999-11-27
"Dixie Chicks, The","Without You",03:32:00,"19","51",2000-10-07
"Dr. Dre","Forgot About Dre",03:42:00,"19","80",2000-01-22
"Dr. Dre","The Next Episode",02:38:00,"19","52",2000-05-27
"Dream","He Loves U Not",03:43:00,"19","7",2000-09-30
"Eiffel 65","Blue",03:29:00,"19","76",1999-12-11
"Elliott, Missy ""Misdemeanor""","Hot Boyz",03:51:00,"19","23",1999-11-27
"Eminem","The Real Slim Shady",04:42:00,"19","98",2000-05-06
"Evans, Sara","Born To Fly",05:36:00,"19","81",2000-10-21
"Everclear","Wonderful",04:30:00,"19","36",2000-07-08
"Filter","Take A Picture",04:23:00,"19","31",1999-11-27
"Foo Fighters","Learn To Fly",03:55:00,"19","35",1999-10-16
"Gilman, Billy","One Voice",04:07:00,"19","97",2000-06-17
"Goo Goo Dolls","Broadway",03:54:00,"19","85",2000-04-22
"Gray, Macy","I Try",03:52:00,"19","14",2000-02-19
"Griggs, Andy","She's More",03:19:00,"19","77",2000-03-11
"Heatherly, Eric","Flowers On The Wall",03:16:00,"19","83",2000-04-29
"Henley, Don","Taking You Home",04:08:00,"19","87",2000-06-24
"Hill, Faith","Breathe",04:04:00,"19","3",1999-11-06
"Houston, Whitney","My Love Is Your Love",04:16:00,"19","4",1999-09-04
"IMx","Stay The Night",03:37:00,"19","79",1999-10-09
"Iglesias, Enrique","Be With You",03:36:00,"19","24",2000-04-01
"Ja Rule","Between Me And You",04:05:00,"19","42",2000-09-16
"Jackson, Alan","It Must Be Love",02:53:00,"19","84",2000-06-24
"Jagged Edge","He Can't Love U",03:30:00,"19","69",1999-12-11
"Jagged Edge","Let's Get Married",04:23:00,"19","21",2000-05-06
"Janet","Doesn't Really Matte...",04:17:00,"19","8",2000-06-17
"Jay-Z","Big Pimpin'",03:55:00,"19","41",2000-04-22
"Jay-Z","I Just Wanna Love U ...",03:50:00,"19","29",2000-10-28
"Jean, Wyclef","911",04:00:00,"19","96",2000-10-07
"Joe","I Wanna Know",04:57:00,"19","11",2000-01-01
"Jones, Donell","Where I Wanna Be",06:22:00,"19","55",2000-04-22
"Jordan, Montell","Get It On.. Tonite",04:34:00,"19","7",1999-10-23
"Kandi","Don't Think I'm Not",03:50:00,"19","25",2000-08-05
"Keith, Toby","How Do You Like Me N...",03:29:00,"19","52",2000-01-29
"Kid Rock","Only God Knows Why",05:27:00,"19","69",2000-02-19
"Lawrence, Tracy","Lessons Learned",02:55:00,"19","99",2000-01-29
"Lil Bow Wow","Bounce With Me",03:22:00,"19","99",2000-08-19
"Lonestar","Amazed",04:25:00,"19","43",1999-06-05
"Lonestar","Smile",03:33:00,"19","85",1999-12-18
"Lonestar","What About Now",03:30:00,"19","61",2000-06-10
"Lopez, Jennifer","Feelin' Good",04:28:00,"19","96",2000-02-19
"Lucy Pearl","Dance Tonight",03:45:00,"19","92",2000-05-20
"Ludacris","What's Your Fantasy",04:16:00,"19","32",2000-09-30
"Madison Avenue","Don't Call Me Baby",03:44:00,"19","90",2000-07-08
"Madonna","Music",03:45:00,"19","20",2000-08-12
"Mary Mary","Shackles (Praise You...",03:12:00,"19","84",2000-03-25
"McBride, Martina","Love's The Only Hous...",05:13:00,"19","92",2000-02-05
"McEntire, Reba","I'll Be",04:23:00,"19","94",2000-05-13
"McEntire, Reba","What Do You Say",03:26:00,"19","68",1999-10-30
"McGraw, Tim","My Best Friend",04:33:00,"19","46",1999-11-27
"McGraw, Tim","My Next Thirty Years",03:37:00,"19","58",2000-10-21
"Messina, Jo Dee","That's The Way",03:17:00,"19","51",2000-06-24
"Metallica","I Disappear",04:26:00,"19","89",2000-05-13
"Montgomery, John Michael","The Little Girl",03:52:00,"19","74",2000-09-09
"Mumba, Samantha","Gotta Tell You",03:19:00,"19","17",2000-09-09
"Musiq","Just Friends",04:02:00,"19","58",2000-10-14
"Mya","Case Of The Ex (What...",03:50:00,"19","3",2000-08-19
"Mystikal","Shake Ya Ass",04:46:00,"19","42",2000-08-12
"N'Sync","Bye Bye Bye",03:15:00,"19","18",2000-01-29
"N'Sync","It's Gonna Be Me",03:10:00,"19","13",2000-05-06
"N'Sync","This I Promise You",04:23:00,"19","20",2000-09-30
"Nelly","(Hot S**t) Country G...",04:17:00,"19","11",2000-04-29
"Next","Wifey",04:03:00,"19","21",2000-05-27
"Nine Days","Absolutely (Story Of...",03:09:00,"19","11",2000-05-06
"Paisley, Brad","We Danced",03:45:00,"19","83",2000-10-14
"Papa Roach","Last Resort",03:19:00,"19","57",2000-07-29
"Pink","Most Girls",04:06:00,"19","11",2000-08-12
"Pink","There U Go",03:23:00,"19","10",2000-03-04
"Price, Kelly","You Should've Told M...",03:12:00,"19","93",2000-09-23
"Profyle","Liar",03:57:00,"19","94",2000-09-16
"Rascal Flatts","Prayin' For Daylight",03:36:00,"19","72",2000-05-06
"Raye, Collin","Couldn't Last A Mome...",03:40:00,"19","73",2000-03-18
"Red Hot Chili Peppers","Californication",05:21:00,"19","97",2000-07-29
"Red Hot Chili Peppers","Otherside",04:13:00,"19","19",2000-02-12
"Rimes, LeAnn","Big Deal",03:03:00,"19","56",1999-10-16
"Rimes, LeAnn","Can't Fight The Moon...",03:33:00,"19","87",2000-09-09
"Rimes, LeAnn","I Need You",03:42:00,"19","19",2000-05-27
"Rogers, Kenny","Buy Me A Rose",03:46:00,"19","88",2000-03-11
"Ruff Endz","No More",03:56:00,"19","21",2000-07-01
"Sammie","I Like It",04:09:00,"19","91",2000-01-29
"Santana","Maria, Maria",04:18:00,"19","8",2000-02-12
"Savage Garden","Crash And Burn",04:41:00,"19","73",2000-04-08
"Savage Garden","I Knew I Loved You",04:07:00,"19","1",1999-10-23
"SheDaisy","I Will.. But",03:40:00,"19","85",2000-07-15
"Sisqo","Got To Get It",03:52:00,"19","88",1999-11-20
"Sisqo","Incomplete",03:52:00,"19","9",2000-06-24
"Sisqo","Thong Song",04:05:00,"19","4",2000-01-29
"Sister Hazel","Change Your Mind",04:02:00,"19","96",2000-07-15
"Smash Mouth","Then The Morning Com...",03:04:00,"19","24",1999-10-30
"Son By Four","A Puro Dolor (Purest...",03:30:00,"19","37",2000-04-08
"Sonique","It Feels So Good",03:48:00,"19","17",2000-01-22
"SoulDecision","Faded",03:25:00,"19","31",2000-07-08
"Spears, Britney","From The Bottom Of M...",04:30:00,"19","86",2000-01-29
"Spears, Britney","Oops!.. I Did It Aga...",03:30:00,"19","90",2000-04-22
"Sting","Desert Rose",03:52:00,"19","24",2000-05-13
"Strait, George","Go On",03:48:00,"19","95",2000-08-26
"Strait, George","The Best Day",03:24:00,"19","53",2000-01-29
"Sugar Ray","Falls Apart",04:15:00,"19","98",2000-01-15
"Third Eye Blind","Never Let You Go",03:57:00,"19","27",2000-01-22
"Thomas, Carl","Emotional",04:31:00,"19","91",2000-11-25
"Thomas, Carl","I Wish",03:50:00,"19","52",2000-03-25
"Tippin, Aaron","Kiss This",02:53:00,"19","97",2000-08-26
"Train","Meet Virginia",03:55:00,"19","28",1999-10-09
"Tritt, Travis","Best Of Intentions",04:15:00,"19","37",2000-08-19
"Vassar, Phil","Carlene",04:07:00,"19","93",2000-03-04
"Vassar, Phil","Just Another Day In ...",03:54:00,"19","74",2000-09-30
"Vertical Horizon","Everything You Want",04:01:00,"19","7",2000-01-22
"Vertical Horizon","You're A God",03:45:00,"19","46",2000-08-26
"Walker, Clay","The Chain Of Love",05:03:00,"19","94",2000-04-15
"Westlife","Swear It Again",04:07:00,"19","45",2000-04-01
"Williams, Robbie","Angels",03:56:00,"19","95",1999-11-20
"matchbox twenty","Bent",04:12:00,"19","4",2000-04-29
"3 Doors Down","Kryptonite",03:53:00,"20","14",2000-04-08
"3 Doors Down","Loser",04:24:00,"20","70",2000-10-21
"98^0","Give Me Just One Nig...",03:24:00,"20","94",2000-08-19
"Aaliyah","I Don't Wanna",04:15:00,"20","86",2000-01-29
"Aaliyah","Try Again",04:03:00,"20","4",2000-03-18
"Adams, Yolanda","Open My Heart",05:30:00,"20","89",2000-08-26
"Aguilera, Christina","Come On Over Baby (A...",03:38:00,"20","43",2000-08-05
"Aguilera, Christina","I Turn To You",04:00:00,"20","40",2000-04-15
"Aguilera, Christina","What A Girl Wants",03:18:00,"20","20",1999-11-27
"Alice Deejay","Better Off Alone",06:50:00,"20","86",2000-04-08
"Amber","Sexual",04:38:00,"20","88",1999-07-17
"Anthony, Marc","My Baby You",03:59:00,"20","90",2000-09-16
"Anthony, Marc","You Sang To Me",03:50:00,"20","12",2000-02-26
"Avant","My First Love",04:28:00,"20","79",2000-11-04
"Avant","Separated",04:13:00,"20","51",2000-04-29
"BBMak","Back Here",03:35:00,"20","15",2000-04-29
"Backstreet Boys, The","Shape Of My Heart",03:49:00,"20","70",2000-10-14
"Backstreet Boys, The","Show Me The Meaning ...",03:54:00,"20","26",2000-01-01
"Badu, Erkyah","Bag Lady",05:03:00,"20","66",2000-08-19
"Baha Men","Who Let The Dogs Out",03:17:00,"20","84",2000-07-22
"Barenaked Ladies","Pinch Me",03:46:00,"20","34",2000-09-09
"Black, Clint","Been There",05:28:00,"20","100",2000-02-19
"Blaque","Bring It All To Me",03:46:00,"20","15",1999-10-23
"Blink-182","All The Small Things",02:52:00,"20","23",1999-12-04
"Bon Jovi","It's My Life",03:44:00,"20","87",2000-08-12
"Braxton, Toni","He Wasn't Man Enough",04:21:00,"20","10",2000-03-18
"Braxton, Toni","Just Be A Man About ...",04:10:00,"20","90",2000-07-29
"Brock, Chad","Yes!",03:22:00,"20","59",2000-04-08
"Carey, Mariah","Thank God I Found Yo...",04:14:00,"20","89",1999-12-11
"Chesney, Kenny","I Lost It",03:54:00,"20","92",2000-10-21
"Counting Crows","Hanginaround",04:07:00,"20","66",1999-11-06
"Creed","Higher",05:16:00,"20","61",1999-09-11
"Creed","With Arms Wide Open",03:52:00,"20","11",2000-05-13
"DMX","Party Up (Up In Here...",03:45:00,"20","46",2000-02-26
"DMX","What You Want",04:05:00,"20","100",2000-07-01
"Da Brat","What'Chu Like",03:57:00,"20","68",2000-06-03
"Davidson, Clay","Unconditional",03:56:00,"20","83",2000-03-25
"Destiny's Child","Independent Women Pa...",03:38:00,"20","2",2000-09-23
"Destiny's Child","Jumpin' Jumpin'",03:48:00,"20","3",2000-05-13
"Destiny's Child","Say My Name",04:31:00,"20","5",1999-12-25
"Dion, Celine","That's The Way It Is",04:03:00,"20","7",1999-11-13
"Dixie Chicks, The","Cowboy Take Me Away",04:51:00,"20","59",1999-11-27
"Dixie Chicks, The","Without You",03:32:00,"20","54",2000-10-07
"Dr. Dre","Forgot About Dre",03:42:00,"20","82",2000-01-22
"Dr. Dre","The Next Episode",02:38:00,"20","58",2000-05-27
"Dream","He Loves U Not",03:43:00,"20","9",2000-09-30
"Eiffel 65","Blue",03:29:00,"20","88",1999-12-11
"Elliott, Missy ""Misdemeanor""","Hot Boyz",03:51:00,"20","30",1999-11-27
"Evans, Sara","Born To Fly",05:36:00,"20","86",2000-10-21
"Everclear","Wonderful",04:30:00,"20","39",2000-07-08
"Filter","Take A Picture",04:23:00,"20","42",1999-11-27
"Foo Fighters","Learn To Fly",03:55:00,"20","42",1999-10-16
"Gill, Vince","Feels Like Love",04:13:00,"20","91",2000-09-02
"Goo Goo Dolls","Broadway",03:54:00,"20","87",2000-04-22
"Gray, Macy","I Try",03:52:00,"20","16",2000-02-19
"Griggs, Andy","She's More",03:19:00,"20","85",2000-03-11
"Heatherly, Eric","Flowers On The Wall",03:16:00,"20","89",2000-04-29
"Henley, Don","Taking You Home",04:08:00,"20","87",2000-06-24
"Hill, Faith","Breathe",04:04:00,"20","4",1999-11-06
"Houston, Whitney","Could I Have This Ki...",03:54:00,"20","97",2000-06-17
"Houston, Whitney","My Love Is Your Love",04:16:00,"20","6",1999-09-04
"IMx","Stay The Night",03:37:00,"20","78",1999-10-09
"Iglesias, Enrique","Be With You",03:36:00,"20","28",2000-04-01
"Ja Rule","Between Me And You",04:05:00,"20","53",2000-09-16
"Jackson, Alan","It Must Be Love",02:53:00,"20","89",2000-06-24
"Jagged Edge","He Can't Love U",03:30:00,"20","77",1999-12-11
"Jagged Edge","Let's Get Married",04:23:00,"20","23",2000-05-06
"Janet","Doesn't Really Matte...",04:17:00,"20","20",2000-06-17
"Jay-Z","Big Pimpin'",03:55:00,"20","50",2000-04-22
"Jay-Z","I Just Wanna Love U ...",03:50:00,"20","30",2000-10-28
"Joe","I Wanna Know",04:57:00,"20","14",2000-01-01
"Jones, Donell","Where I Wanna Be",06:22:00,"20","62",2000-04-22
"Jordan, Montell","Get It On.. Tonite",04:34:00,"20","10",1999-10-23
"Kandi","Don't Think I'm Not",03:50:00,"20","25",2000-08-05
"Keith, Toby","How Do You Like Me N...",03:29:00,"20","54",2000-01-29
"Kid Rock","Only God Knows Why",05:27:00,"20","78",2000-02-19
"Lawrence, Tracy","Lessons Learned",02:55:00,"20","100",2000-01-29
"Lonestar","Amazed",04:25:00,"20","50",1999-06-05
"Lonestar","Smile",03:33:00,"20","91",1999-12-18
"Lonestar","What About Now",03:30:00,"20","69",2000-06-10
"Ludacris","What's Your Fantasy",04:16:00,"20","35",2000-09-30
"Madison Avenue","Don't Call Me Baby",03:44:00,"20","97",2000-07-08
"Madonna","Music",03:45:00,"20","25",2000-08-12
"Mary Mary","Shackles (Praise You...",03:12:00,"20","94",2000-03-25
"McBride, Martina","Love's The Only Hous...",05:13:00,"20","90",2000-02-05
"McEntire, Reba","I'll Be",04:23:00,"20","100",2000-05-13
"McEntire, Reba","What Do You Say",03:26:00,"20","71",1999-10-30
"McGraw, Tim","My Best Friend",04:33:00,"20","49",1999-11-27
"McGraw, Tim","My Next Thirty Years",03:37:00,"20","62",2000-10-21
"Messina, Jo Dee","That's The Way",03:17:00,"20","59",2000-06-24
"Metallica","I Disappear",04:26:00,"20","95",2000-05-13
"Montgomery, John Michael","The Little Girl",03:52:00,"20","74",2000-09-09
"Mumba, Samantha","Gotta Tell You",03:19:00,"20","23",2000-09-09
"Musiq","Just Friends",04:02:00,"20","68",2000-10-14
"Mya","Case Of The Ex (What...",03:50:00,"20","4",2000-08-19
"Mystikal","Shake Ya Ass",04:46:00,"20","58",2000-08-12
"N'Sync","Bye Bye Bye",03:15:00,"20","20",2000-01-29
"N'Sync","It's Gonna Be Me",03:10:00,"20","15",2000-05-06
"N'Sync","This I Promise You",04:23:00,"20","22",2000-09-30
"Nelly","(Hot S**t) Country G...",04:17:00,"20","10",2000-04-29
"Next","Wifey",04:03:00,"20","25",2000-05-27
"Nine Days","Absolutely (Story Of...",03:09:00,"20","12",2000-05-06
"Paisley, Brad","We Danced",03:45:00,"20","86",2000-10-14
"Papa Roach","Last Resort",03:19:00,"20","72",2000-07-29
"Pink","Most Girls",04:06:00,"20","14",2000-08-12
"Pink","There U Go",03:23:00,"20","10",2000-03-04
"Price, Kelly","You Should've Told M...",03:12:00,"20","92",2000-09-23
"Profyle","Liar",03:57:00,"20","99",2000-09-16
"Rascal Flatts","Prayin' For Daylight",03:36:00,"20","77",2000-05-06
"Raye, Collin","Couldn't Last A Mome...",03:40:00,"20","89",2000-03-18
"Red Hot Chili Peppers","Otherside",04:13:00,"20","22",2000-02-12
"Rimes, LeAnn","Big Deal",03:03:00,"20","70",1999-10-16
"Rimes, LeAnn","Can't Fight The Moon...",03:33:00,"20","93",2000-09-09
"Rimes, LeAnn","I Need You",03:42:00,"20","21",2000-05-27
"Rogers, Kenny","Buy Me A Rose",03:46:00,"20","91",2000-03-11
"Ruff Endz","No More",03:56:00,"20","18",2000-07-01
"Sammie","I Like It",04:09:00,"20","89",2000-01-29
"Santana","Maria, Maria",04:18:00,"20","15",2000-02-12
"Savage Garden","Crash And Burn",04:41:00,"20","87",2000-04-08
"Savage Garden","I Knew I Loved You",04:07:00,"20","2",1999-10-23
"SheDaisy","I Will.. But",03:40:00,"20","87",2000-07-15
"Sisqo","Got To Get It",03:52:00,"20","95",1999-11-20
"Sisqo","Incomplete",03:52:00,"20","14",2000-06-24
"Sisqo","Thong Song",04:05:00,"20","3",2000-01-29
"Sister Hazel","Change Your Mind",04:02:00,"20","98",2000-07-15
"Smash Mouth","Then The Morning Com...",03:04:00,"20","25",1999-10-30
"Son By Four","A Puro Dolor (Purest...",03:30:00,"20","26",2000-04-08
"Sonique","It Feels So Good",03:48:00,"20","19",2000-01-22
"SoulDecision","Faded",03:25:00,"20","34",2000-07-08
"Spears, Britney","From The Bottom Of M...",04:30:00,"20","90",2000-01-29
"Spears, Britney","Oops!.. I Did It Aga...",03:30:00,"20","96",2000-04-22
"Sting","Desert Rose",03:52:00,"20","26",2000-05-13
"Strait, George","The Best Day",03:24:00,"20","62",2000-01-29
"Sugar Ray","Falls Apart",04:15:00,"20","100",2000-01-15
"Third Eye Blind","Never Let You Go",03:57:00,"20","33",2000-01-22
"Thomas, Carl","Emotional",04:31:00,"20","99",2000-11-25
"Thomas, Carl","I Wish",03:50:00,"20","67",2000-03-25
"Tippin, Aaron","Kiss This",02:53:00,"20","99",2000-08-26
"Train","Meet Virginia",03:55:00,"20","30",1999-10-09
"Tritt, Travis","Best Of Intentions",04:15:00,"20","45",2000-08-19
"Vassar, Phil","Just Another Day In ...",03:54:00,"20","79",2000-09-30
"Vertical Horizon","Everything You Want",04:01:00,"20","7",2000-01-22
"Vertical Horizon","You're A God",03:45:00,"20","48",2000-08-26
"Walker, Clay","The Chain Of Love",05:03:00,"20","95",2000-04-15
"Westlife","Swear It Again",04:07:00,"20","56",2000-04-01
"matchbox twenty","Bent",04:12:00,"20","5",2000-04-29
"3 Doors Down","Kryptonite",03:53:00,"21","12",2000-04-08
"Aaliyah","Try Again",04:03:00,"21","5",2000-03-18
"Aguilera, Christina","Come On Over Baby (A...",03:38:00,"21","44",2000-08-05
"Aguilera, Christina","I Turn To You",04:00:00,"21","43",2000-04-15
"Aguilera, Christina","What A Girl Wants",03:18:00,"21","30",1999-11-27
"Amber","Sexual",04:38:00,"21","88",1999-07-17
"Anthony, Marc","You Sang To Me",03:50:00,"21","12",2000-02-26
"BBMak","Back Here",03:35:00,"21","18",2000-04-29
"Backstreet Boys, The","Show Me The Meaning ...",03:54:00,"21","32",2000-01-01
"Barenaked Ladies","Pinch Me",03:46:00,"21","44",2000-09-09
"Blaque","Bring It All To Me",03:46:00,"21","18",1999-10-23
"Blink-182","All The Small Things",02:52:00,"21","33",1999-12-04
"Braxton, Toni","He Wasn't Man Enough",04:21:00,"21","11",2000-03-18
"Creed","With Arms Wide Open",03:52:00,"21","10",2000-05-13
"DMX","Party Up (Up In Here...",03:45:00,"21","43",2000-02-26
"Destiny's Child","Independent Women Pa...",03:38:00,"21","3",2000-09-23
"Destiny's Child","Jumpin' Jumpin'",03:48:00,"21","4",2000-05-13
"Destiny's Child","Say My Name",04:31:00,"21","5",1999-12-25
"Dion, Celine","That's The Way It Is",04:03:00,"21","9",1999-11-13
"Dream","He Loves U Not",03:43:00,"21","10",2000-09-30
"Elliott, Missy ""Misdemeanor""","Hot Boyz",03:51:00,"21","38",1999-11-27
"Everclear","Wonderful",04:30:00,"21","45",2000-07-08
"Foo Fighters","Learn To Fly",03:55:00,"21","50",1999-10-16
"Gill, Vince","Feels Like Love",04:13:00,"21","89",2000-09-02
"Gray, Macy","I Try",03:52:00,"21","16",2000-02-19
"Hill, Faith","Breathe",04:04:00,"21","4",1999-11-06
"Houston, Whitney","My Love Is Your Love",04:16:00,"21","10",1999-09-04
"Jagged Edge","Let's Get Married",04:23:00,"21","24",2000-05-06
"Janet","Doesn't Really Matte...",04:17:00,"21","25",2000-06-17
"Jay-Z","I Just Wanna Love U ...",03:50:00,"21","40",2000-10-28
"Joe","I Wanna Know",04:57:00,"21","11",2000-01-01
"Jordan, Montell","Get It On.. Tonite",04:34:00,"21","5",1999-10-23
"Kandi","Don't Think I'm Not",03:50:00,"21","30",2000-08-05
"Ludacris","What's Your Fantasy",04:16:00,"21","41",2000-09-30
"Madonna","Music",03:45:00,"21","27",2000-08-12
"McGraw, Tim","My Best Friend",04:33:00,"21","48",1999-11-27
"Mumba, Samantha","Gotta Tell You",03:19:00,"21","29",2000-09-09
"Mya","Case Of The Ex (What...",03:50:00,"21","4",2000-08-19
"N'Sync","Bye Bye Bye",03:15:00,"21","27",2000-01-29
"N'Sync","It's Gonna Be Me",03:10:00,"21","18",2000-05-06
"N'Sync","This I Promise You",04:23:00,"21","26",2000-09-30
"Nelly","(Hot S**t) Country G...",04:17:00,"21","7",2000-04-29
"Next","Wifey",04:03:00,"21","35",2000-05-27
"Nine Days","Absolutely (Story Of...",03:09:00,"21","14",2000-05-06
"Pink","Most Girls",04:06:00,"21","14",2000-08-12
"Pink","There U Go",03:23:00,"21","8",2000-03-04
"Red Hot Chili Peppers","Otherside",04:13:00,"21","29",2000-02-12
"Rimes, LeAnn","I Need You",03:42:00,"21","21",2000-05-27
"Ruff Endz","No More",03:56:00,"21","19",2000-07-01
"Santana","Maria, Maria",04:18:00,"21","19",2000-02-12
"Savage Garden","I Knew I Loved You",04:07:00,"21","4",1999-10-23
"Sisqo","Incomplete",03:52:00,"21","17",2000-06-24
"Sisqo","Thong Song",04:05:00,"21","7",2000-01-29
"Smash Mouth","Then The Morning Com...",03:04:00,"21","27",1999-10-30
"Son By Four","A Puro Dolor (Purest...",03:30:00,"21","31",2000-04-08
"Sonique","It Feels So Good",03:48:00,"21","21",2000-01-22
"SoulDecision","Faded",03:25:00,"21","34",2000-07-08
"Sting","Desert Rose",03:52:00,"21","30",2000-05-13
"Strait, George","Go On",03:48:00,"21","97",2000-08-26
"Third Eye Blind","Never Let You Go",03:57:00,"21","45",2000-01-22
"Train","Meet Virginia",03:55:00,"21","32",1999-10-09
"Tritt, Travis","Best Of Intentions",04:15:00,"21","49",2000-08-19
"Vertical Horizon","Everything You Want",04:01:00,"21","8",2000-01-22
"Vertical Horizon","You're A God",03:45:00,"21","49",2000-08-26
"matchbox twenty","Bent",04:12:00,"21","4",2000-04-29
"3 Doors Down","Kryptonite",03:53:00,"22","7",2000-04-08
"Aaliyah","Try Again",04:03:00,"22","5",2000-03-18
"Aguilera, Christina","I Turn To You",04:00:00,"22","50",2000-04-15
"Aguilera, Christina","What A Girl Wants",03:18:00,"22","40",1999-11-27
"Amber","Sexual",04:38:00,"22","79",1999-07-17
"Anthony, Marc","You Sang To Me",03:50:00,"22","16",2000-02-26
"BBMak","Back Here",03:35:00,"22","17",2000-04-29
"Backstreet Boys, The","Show Me The Meaning ...",03:54:00,"22","34",2000-01-01
"Blaque","Bring It All To Me",03:46:00,"22","17",1999-10-23
"Blink-182","All The Small Things",02:52:00,"22","41",1999-12-04
"Braxton, Toni","He Wasn't Man Enough",04:21:00,"22","13",2000-03-18
"Creed","With Arms Wide Open",03:52:00,"22","7",2000-05-13
"Destiny's Child","Independent Women Pa...",03:38:00,"22","7",2000-09-23
"Destiny's Child","Jumpin' Jumpin'",03:48:00,"22","4",2000-05-13
"Destiny's Child","Say My Name",04:31:00,"22","7",1999-12-25
"Dion, Celine","That's The Way It Is",04:03:00,"22","10",1999-11-13
"Dream","He Loves U Not",03:43:00,"22","11",2000-09-30
"Gray, Macy","I Try",03:52:00,"22","16",2000-02-19
"Hill, Faith","Breathe",04:04:00,"22","3",1999-11-06
"Houston, Whitney","My Love Is Your Love",04:16:00,"22","10",1999-09-04
"Jagged Edge","Let's Get Married",04:23:00,"22","29",2000-05-06
"Janet","Doesn't Really Matte...",04:17:00,"22","37",2000-06-17
"Joe","I Wanna Know",04:57:00,"22","11",2000-01-01
"Jordan, Montell","Get It On.. Tonite",04:34:00,"22","9",1999-10-23
"Kandi","Don't Think I'm Not",03:50:00,"22","40",2000-08-05
"Lil Bow Wow","Bounce With Me",03:22:00,"22","100",2000-08-19
"Ludacris","What's Your Fantasy",04:16:00,"22","47",2000-09-30
"Madonna","Music",03:45:00,"22","27",2000-08-12
"Moore, Mandy","I Wanna Be With You",04:12:00,"22","93",2000-06-17
"Mumba, Samantha","Gotta Tell You",03:19:00,"22","36",2000-09-09
"Mya","Case Of The Ex (What...",03:50:00,"22","4",2000-08-19
"N'Sync","Bye Bye Bye",03:15:00,"22","34",2000-01-29
"N'Sync","It's Gonna Be Me",03:10:00,"22","23",2000-05-06
"N'Sync","This I Promise You",04:23:00,"22","30",2000-09-30
"Nelly","(Hot S**t) Country G...",04:17:00,"22","7",2000-04-29
"Nine Days","Absolutely (Story Of...",03:09:00,"22","18",2000-05-06
"Pink","Most Girls",04:06:00,"22","16",2000-08-12
"Pink","There U Go",03:23:00,"22","9",2000-03-04
"Red Hot Chili Peppers","Otherside",04:13:00,"22","45",2000-02-12
"Rimes, LeAnn","I Need You",03:42:00,"22","24",2000-05-27
"Ruff Endz","No More",03:56:00,"22","22",2000-07-01
"Santana","Maria, Maria",04:18:00,"22","21",2000-02-12
"Savage Garden","I Knew I Loved You",04:07:00,"22","8",1999-10-23
"Sisqo","Incomplete",03:52:00,"22","20",2000-06-24
"Sisqo","Thong Song",04:05:00,"22","8",2000-01-29
"Smash Mouth","Then The Morning Com...",03:04:00,"22","31",1999-10-30
"Son By Four","A Puro Dolor (Purest...",03:30:00,"22","28",2000-04-08
"Sonique","It Feels So Good",03:48:00,"22","31",2000-01-22
"SoulDecision","Faded",03:25:00,"22","38",2000-07-08
"Sting","Desert Rose",03:52:00,"22","32",2000-05-13
"Third Eye Blind","Never Let You Go",03:57:00,"22","46",2000-01-22
"Train","Meet Virginia",03:55:00,"22","37",1999-10-09
"Tritt, Travis","Best Of Intentions",04:15:00,"22","48",2000-08-19
"Vertical Horizon","Everything You Want",04:01:00,"22","3",2000-01-22
"matchbox twenty","Bent",04:12:00,"22","4",2000-04-29
"3 Doors Down","Kryptonite",03:53:00,"23","6",2000-04-08
"Aaliyah","Try Again",04:03:00,"23","6",2000-03-18
"Aguilera, Christina","What A Girl Wants",03:18:00,"23","39",1999-11-27
"Amber","Sexual",04:38:00,"23","76",1999-07-17
"Anthony, Marc","You Sang To Me",03:50:00,"23","20",2000-02-26
"BBMak","Back Here",03:35:00,"23","16",2000-04-29
"Backstreet Boys, The","Show Me The Meaning ...",03:54:00,"23","45",2000-01-01
"Blaque","Bring It All To Me",03:46:00,"23","18",1999-10-23
"Blink-182","All The Small Things",02:52:00,"23","43",1999-12-04
"Braxton, Toni","He Wasn't Man Enough",04:21:00,"23","13",2000-03-18
"Creed","With Arms Wide Open",03:52:00,"23","5",2000-05-13
"Destiny's Child","Independent Women Pa...",03:38:00,"23","10",2000-09-23
